title,sku,url_scraped,price,percent_discount,price_discount,tax,price_included_taxes,price_mt2,price_mtl,stock_1,stock_2,stock_3,stock_comentarie_1,stock_comentarie_2,stock_comentarie_3,images,route_product,short_description,long_description,pdf,length,width,height,weight,main_color,glossy_or_matte,main_material,origen,features
Vitrina Con Ranurado Y Bodega Para Exhibición 60x40x196cm,VR-6040_Blanco,https://www.exhibidoreschile.cl/MLC-1062404747-vitrina-con-ranurado-y-bodega-para-exhibicion-60x40x196cm-_JM,$ 289.000,,,,,,,(5 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_645880-MLC52065216331_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_797001-MLC52065247179_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_659155-MLC52065218373_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición<br><br>- Medidas 60x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- Fondo ranurado melaminico 3mm blanco.<br>- Vidrio de 6mm con cantos pulidos. <br>- Bodega con puerta abatible y cerradura. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-6040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 60 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de puertas': '1', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
Vitrina Con Ranurado Para Exhibición 40x40x196cm,VR-4040_Blanco,https://www.exhibidoreschile.cl/MLC-1108672178-vitrina-con-ranurado-para-exhibicion-40x40x196cm-_JM,$ 235.000,,,,,,,(10 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_651811-MLC52065176952_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_801726-MLC52065187827_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_962027-MLC52065264519_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición con ranurado<br><br>- Medidas: 40x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- Fondo ranurado melaminico 3mm blanco.<br>- Vidrio de 6mm con cantos pulidos.<br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-4040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 40 cm x 40 cm', 'Cantidad de puertas': '1'}"
Vitrina Con Ranurado Y Bodega Para Exhibición 80x40x196cm,VR-8040_Blanco,https://www.exhibidoreschile.cl/MLC-1062372700-vitrina-con-ranurado-y-bodega-para-exhibicion-80x40x196cm-_JM,$ 319.000,,,,,,,(5 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_858675-MLC52065220285_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_628367-MLC52065260122_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_848283-MLC52065267091_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición<br><br>- Medidas 80x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- Fondo ranurado melaminico 3mm blanco.<br>- Vidrio de 6mm con cantos pulidos. <br>- Bodega con puerta abatible y cerradura. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-8040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 80 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de puertas': '2', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
Vitrina Con Ranurado Y Bodega Para Exhibición 60x40x196cm,VR-6040_Negro,https://www.exhibidoreschile.cl/MLC-1062404747-vitrina-con-ranurado-y-bodega-para-exhibicion-60x40x196cm-_JM,$ 289.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_846276-MLC52065260159_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_645880-MLC52065216331_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_797001-MLC52065247179_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_659155-MLC52065218373_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición<br><br>- Medidas 60x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- Fondo ranurado melaminico 3mm blanco.<br>- Vidrio de 6mm con cantos pulidos. <br>- Bodega con puerta abatible y cerradura. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-6040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 60 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de puertas': '1', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
Vitrina Con Ranurado Para Exhibición 40x40x196cm,VR-4040_Negro,https://www.exhibidoreschile.cl/MLC-1108672178-vitrina-con-ranurado-para-exhibicion-40x40x196cm-_JM,$ 235.000,,,,,,,(10 disponibles),(10 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_801726-MLC52065187827_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_613844-MLC52065227666_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_651811-MLC52065176952_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_962027-MLC52065264519_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición con ranurado<br><br>- Medidas: 40x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- Fondo ranurado melaminico 3mm blanco.<br>- Vidrio de 6mm con cantos pulidos.<br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-4040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 40 cm x 40 cm', 'Cantidad de puertas': '1'}"
Vitrina Con Ranurado Y Bodega Para Exhibición 80x40x196cm,VR-8040_Negro,https://www.exhibidoreschile.cl/MLC-1062372700-vitrina-con-ranurado-y-bodega-para-exhibicion-80x40x196cm-_JM,$ 319.000,,,,,,,(5 disponibles),(5 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_858675-MLC52065220285_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_628367-MLC52065260122_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_848283-MLC52065267091_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_677502-MLC52065277054_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina para exhibición<br><br>- Medidas 80x40x196cm.<br>- Fabricada con MDF de 18mm enchapado en formalita. <br>- Fondo ranurado melaminico 3mm blanco.<br>- Vidrio de 6mm con cantos pulidos. <br>- Bodega con puerta abatible y cerradura. <br>- Luminaria led empotrable en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VR-8040', 'Materiales': 'Formalita, MDF, Vidrio', 'Altura x Ancho x Profundidad': '196 cm x 80 cm x 40 cm', 'Peso máximo soportado del estante': '7 kg', 'Cantidad de puertas': '2', 'Con ruedas': 'Sí', 'Requiere ensamblado': 'No'}"
Vitrina Fondo De Panel Ranurado Para Exhibición 40x40x100cm,VMH-4040100_Blanco,https://www.exhibidoreschile.cl/MLC-1051206534-vitrina-fondo-de-panel-ranurado-para-exhibicion-40x40x100cm-_JM,$ 175.000,,,,,,,(10 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_770371-MLC51695569376_092022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_654506-MLC51695570386_092022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_613642-MLC51695514374_092022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina fondo de panel ranurado para exhibición<br><br>- Medidas: 40x40x90cm.<br>- Fabricada con melamina de 18mm. <br>- Vidrio de 6mm con cantos pulidos. <br>- Fondo de panel ranurado. <br><br>*Complementa tu compra con nuestro set de ganchos para panel ranurado:<br>https://articulo.mercadolibre.cl/MLC-1012761983-pack-40-ganchos-para-panel-ranurado-de-10cm-_JM<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VMH-4040100', 'Materiales': 'Melamina, Ranurado, Vidrio', 'Altura x Ancho x Profundidad': '90 cm x 40 cm x 40 cm', 'Cantidad de puertas': '1'}"
Vitrina Fondo De Panel Ranurado Para Exhibición 40x40x100cm,VMH-4040100_Negro,https://www.exhibidoreschile.cl/MLC-1051206534-vitrina-fondo-de-panel-ranurado-para-exhibicion-40x40x100cm-_JM,$ 175.000,,,,,,,(10 disponibles),(9 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_613642-MLC51695514374_092022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_930619-MLC51695485441_092022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_654506-MLC51695570386_092022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_770371-MLC51695569376_092022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina fondo de panel ranurado para exhibición<br><br>- Medidas: 40x40x90cm.<br>- Fabricada con melamina de 18mm. <br>- Vidrio de 6mm con cantos pulidos. <br>- Fondo de panel ranurado. <br><br>*Complementa tu compra con nuestro set de ganchos para panel ranurado:<br>https://articulo.mercadolibre.cl/MLC-1012761983-pack-40-ganchos-para-panel-ranurado-de-10cm-_JM<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'VMH-4040100', 'Materiales': 'Melamina, Ranurado, Vidrio', 'Altura x Ancho x Profundidad': '90 cm x 40 cm x 40 cm', 'Cantidad de puertas': '1'}"
Trasera Mural Con Ranurado Y Bodega 126x30x230cm,TMRB-12730_Blanco,https://www.exhibidoreschile.cl/MLC-1108744306-trasera-mural-con-ranurado-y-bodega-126x30x230cm-_JM,$ 350.000,,,,,,,(4 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_917185-MLC52066259372_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_955575-MLC52066169798_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_748953-MLC52066169797_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con fondo de ranurado y bodega<br><br>- Medidas 126x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Fondo de panel ranurado.<br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMRB-12730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 126 cm x 30 cm', 'Cantidad de puertas': '3'}"
Trasera Mural Con Ranurado Y Bodega 126x30x230cm,TMRB-12730_Negro,https://www.exhibidoreschile.cl/MLC-1108744306-trasera-mural-con-ranurado-y-bodega-126x30x230cm-_JM,$ 350.000,,,,,,,(4 disponibles),(4 disponibles),,Blanco,Negro,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_779845-MLC52066233465_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_917185-MLC52066259372_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_955575-MLC52066169798_102022-R.jpg', 'image_3': 'https://http2.mlstatic.com/D_Q_NP_748953-MLC52066169797_102022-R.jpg'}",Industrias y Oficinas/Equipamiento para Comercios/Organización y Exhibición/Exhibidores/Vitrinas,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Vitrina trasera mural melaminica con fondo de ranurado y bodega<br><br>- Medidas 126x30x230cm.<br>- Fabricada con melamina de 18mm.<br>- Fondo de panel ranurado.<br>- Bodega con tres puertas abatibles y cerraduras. <br>- Tres luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz).<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMRB-12730', 'Materiales': 'Melamina, Vidrio', 'Altura x Ancho x Profundidad': '230 cm x 126 cm x 30 cm', 'Cantidad de puertas': '3'}"
Trasera Estante Para Exhibición Con Ranurado 126x30x230cm,TMR-12630_Blanco,https://www.exhibidoreschile.cl/MLC-1059113480-trasera-estante-para-exhibicion-con-ranurado-126x30x230cm-_JM,$ 295.000,,,,,,,(5 disponibles),,,Blanco,,,"{'image_0': 'https://http2.mlstatic.com/D_Q_NP_999279-MLC52025345520_102022-R.jpg', 'image_1': 'https://http2.mlstatic.com/D_Q_NP_942492-MLC52025472055_102022-R.jpg', 'image_2': 'https://http2.mlstatic.com/D_Q_NP_679581-MLC52025477003_102022-R.jpg'}",Hogar y Muebles/Muebles para el Hogar/Estanterías,,"<div class=""ui-pdp-container__row ui-pdp-container__row--description"" id=""description""><div class=""ui-pdp-collapsable ui-pdp-description-collapse""><div class=""ui-pdp-collapsable__container""><div class=""ui-pdp-description""><h2 class=""ui-pdp-description__title"">Descripción</h2><p class=""ui-pdp-description__content"">Estante trasera con ranurado<br><br>- Medidas: 127x30x230cm de alto.<br>- Fabricada con melamina de 18mm.<br>- Fondo ranurado de melamina blanco de 3mm.<br>- 3 luminarias led empotrables en la parte superior (cable sobresale por parte superior, se conecta directamente a la luz). <br>- Zocalo enchapado en formalita tipo aluminio.<br><br>_____<br><br>Exhibidores Chile. Empresa con años de experiencia en el rubro de fabricación de muebles, vitrinas, exhibidores, etc, destacándonos por la terminación de nuestros productos, ofreciendo siempre la mejor atención, calidad y precio del mercado.<br><br>Garantía 6 Meses.<br>CUBRE: Defectos de fábrica, calidad.<br>NO CUBRE: Mala manipulación del producto.<br><br>Formas de entrega:<br>- Retiro (Santiago Centro): Después de concretada la compra se coordina por interno el retiro en nuestra bodega. GRATIS.<br>- Despacho (solo Santiago): Después de concretada la compra se coordina por interno el despacho. VALOR DEPENDERA DE LA COMUNA.<br><br>*NO REALIZAMOS ENVIOS A REGIONES DE ESTA VITRINA*<br><br>Exhibidores Chile.<br></p></div></div></div></div>",,,,,,,,,,"{'Fabricante': 'Exhibidores Chile', 'Modelo': 'TMR-12630', 'Altura x Profundidad': '230 cm x 30 cm', 'Requiere ensamblado': 'Sí'}"
